City (for azimuth),hive,camera,month,day,year,hour,minute,segment,dance found?,segment start time,Pollen forager,dancer.id,cluster.id,runs.measured,points,minX,maxX,meanX,sdX,minY,maxY,meanY,sdY,min_duration.sec,max_duration.sec,mean_duration.sec,sd_duration.sec,minI,maxI,meanI,sdI,minLen,maxLen,meanLen,sdLen,minD2S,maxD2S,meanD2S,sdD2S,minD2R,maxD2R,meanD2R,sdD2R,minD2P,maxD2P,meanD2P,sdD2P,minV,maxV,meanV,sdV,min_angle,max_angle,mean_angle,sd_angle,minDelta,maxDelta,meanDelta,sdDelta,skew,min_angle_corr,max_angle_corr,mean_angle_corr,segment start time,azimuth,heading.degrees,heading.radians,flag,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,6,2015,10,56,MB_050615_11_37_for_1min.avi,yes,11:37,,2,2,4,8,1073.5,1194.167,1142,41.762,416.167,475.5,456.75,21.87,1.468,1.935,1.685,0.194,29,75,46.75,14.791,27.984,46.895,40.243,8.481,0,46.895,20.121,22.216,NA,NA,NA,NA,27.984,46.895,40.243,8.481,19.061,26.275,23.719,3.216,-177.436,167.619,-88.055,170.546,NA,NA,NA,NA,0,272.564,257.619,1.945,11:37,125.4,127.345,2.222589536,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,6,2015,10,56,MB_050615_11_42_for_1min.avi,yes,11:42,,1,1,4,8,1047.167,1105.833,1073.583,23.629,134.833,165.5,154.417,12.251,2.736,3.136,2.945,0.222,39,68,53.125,11.218,32.728,49.338,42.302,7.17,0,49.338,21.151,23.093,NA,NA,NA,NA,32.728,49.338,42.302,7.17,11.818,18.032,14.408,2.669,-16.06,3.504,-2.484,9.12,NA,NA,NA,NA,0,73.94,93.504,87.516,11:42,127,214.516,3.744010498,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,6,2015,10,56,MB_050615_11_42_for_1min.avi,yes,11:42,,2,2,4,8,1056,1149,1109.75,28.014,499,536,513.375,12.794,0.868,1.635,1.218,0.318,50,102,71.125,15.869,33.287,45.354,37.469,5.394,0,45.354,18.735,20.337,NA,NA,NA,NA,33.287,45.354,37.469,5.394,22.163,40.344,32.146,8.079,-165.964,-140.599,-149.239,11.483,NA,NA,NA,NA,0,284.036,309.401,300.761,11:42,127,67.761,1.182652554,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,6,2015,10,56,MB_050615_11_47_for_1min.avi,yes,11:47,,1,1,4,8,936.833,976.833,959.25,16.461,246.5,276.5,258.583,9.611,1.935,2.703,2.411,0.332,26,79,57.625,16.97,26.833,34.928,30.729,3.726,0,34.928,15.364,16.605,NA,NA,NA,NA,26.833,34.928,30.729,3.726,10.581,18.048,13.063,3.381,-26.565,16.314,1.04,19.529,NA,NA,NA,NA,0,63.435,106.314,91.04,11:47,128.7,219.74,3.835186498,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,6,2015,10,56,MB_050615_11_52_for_1min.avi,yes,11:52,,1,1,4,8,764.833,844.833,803.833,24.575,258.167,303.5,280.083,15.782,0.367,0.567,0.467,0.082,42,106,69,18.593,24.267,36.417,29.234,5.596,0,36.417,14.617,16.05,NA,NA,NA,NA,24.267,36.417,29.234,5.596,42.781,77.959,63.993,15.008,-166.264,176.987,4.632,191.668,NA,NA,NA,NA,0,283.736,266.987,94.632,11:52,130.5,225.132,3.929294652,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,6,2015,10,56,MB_050615_11_52_for_1min.avi,yes,11:52,,2,2,4,8,751,797.5,774,22.308,439.5,483,462.375,15.865,2.202,2.503,2.302,0.142,14,81,53.875,21.866,42.217,51.23,46.644,3.913,0,51.23,23.322,25.063,NA,NA,NA,NA,42.217,51.23,46.644,3.913,16.87,22.252,20.353,2.455,-161.35,-145.426,-152.852,6.939,NA,NA,NA,NA,0,288.65,304.574,297.148,11:52,130.5,67.648,1.180680332,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,8,2015,11,22,MB_050815_11_28_for_1min.avi,no,11:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,91,91,91,11:28,,91,1.588249619,0,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,8,2015,11,22,MB_050815_11_33_for_1min.avi,no,11:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,91,91,91,11:33,,91,1.588249619,0,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,8,2015,11,22,MB_050815_11_38_for_1min.avi,yes,11:38,,1,1,4,8,872.5,961.167,912.333,30.287,680.167,740.833,714.583,20.274,2.97,3.303,3.103,0.152,69,88,77.25,6.089,44.267,57.306,50.39,5.344,0,57.306,25.195,27.161,NA,NA,NA,NA,44.267,57.306,50.39,5.344,13.401,18.271,16.289,2.059,142.058,150.751,145.678,3.994,NA,NA,NA,NA,-1,233.058,241.751,236.678,11:38,125.1,1.778,0.0310319541,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,8,2015,11,22,MB_050815_11_38_for_1min.avi,yes,11:38,,2,2,4,8,1172,1263.5,1221.312,28.889,457,513.5,484.875,18.067,1.368,1.735,1.552,0.178,48,101,70.25,16.325,37.125,50.767,44.785,5.972,0,50.767,22.392,24.256,NA,NA,NA,NA,37.125,50.767,44.785,5.972,25.875,31.627,28.896,2.613,135.546,146.476,142.131,5.274,NA,NA,NA,NA,-1,226.546,237.476,233.131,11:38,125.1,358.231,6.252310433,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,8,2015,11,22,MB_050815_11_43_for_1min.avi,no,11:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,91,91,91,11:43,,91,1.588249619,0,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,8,2015,11,22,MB_050815_11_48_for_1min.avi,yes,11:48,,1,1,4,8,1380.833,1460.167,1414.833,29.742,480.167,554.833,516.083,22.799,3.07,3.337,3.17,0.128,52,76,68,8.832,52.919,59.647,56.544,2.788,0,59.647,28.272,30.279,NA,NA,NA,NA,52.919,59.647,56.544,2.788,17.16,18.621,17.844,0.753,19.12,27.997,25.209,4.16,NA,NA,NA,NA,-1,110.12,118.997,116.209,11:48,128.5,244.709,4.270977759,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,8,2015,11,22,MB_050815_11_53_for_1min.avi,yes,11:53,,1,1,4,8,1404.167,1492.5,1445.125,31.873,263.5,336.5,306.312,24.023,3.07,4.137,3.478,0.459,60,94,79,11.263,46.425,68.986,58.579,9.268,0,68.986,29.289,31.894,NA,NA,NA,NA,46.425,68.986,58.579,9.268,13.913,19.278,16.897,2.259,22.145,41.082,29.726,9.131,NA,NA,NA,NA,-1,113.145,132.082,120.726,11:53,130.3,251.026,4.381230208,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,8,2015,11,22,MB_050815_11_58_for_1min.avi,no,11:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,91,91,91,11:58,,91,1.588249619,0,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,8,2015,11,22,MB_050815_12_03_for_1min.avi,yes,12:03,,1,1,4,8,834.5,923.167,874.5,28.546,720.833,779.5,753.667,20.129,2.87,3.67,3.237,0.347,76,121,97,14.736,49.212,56.016,51.234,3.214,0,56.016,25.617,27.466,NA,NA,NA,NA,49.212,56.016,51.234,3.214,14.749,17.256,15.904,1.122,136.637,144.372,140.791,3.225,NA,NA,NA,NA,-1,227.637,235.372,231.791,12:03,134,5.791,0.101072017,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,8,2015,11,22,MB_050815_12_08_for_1min.avi,yes,12:08,,1,1,4,8,1366.833,1450.167,1402.833,33.434,462.167,506.167,479.792,14.194,3.27,4.538,4.087,0.57,47,92,75.5,15.538,27.56,67.363,47.77,16.516,0,67.363,23.885,27.729,NA,NA,NA,NA,27.56,67.363,47.77,16.516,8.428,14.845,11.465,2.802,-57.848,4.728,-13.52,29.67,NA,NA,NA,NA,-1,33.152,95.728,77.48,12:08,136.1,213.58,3.727674216,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,10,2015,14,38,MB_051015_14_47_for_1min.avi,yes,14:47,,1,1,4,8,1263.5,1361.5,1311.917,34.068,544.167,638.167,589.917,35.866,2.936,3.403,3.145,0.193,39,58,47.875,7.019,42.983,75.733,60.175,16.212,0,75.733,30.088,33.871,NA,NA,NA,NA,42.983,75.733,60.175,16.212,14.639,24.146,19.011,4.436,23.782,43.128,29.665,9.098,NA,NA,NA,NA,0,113.782,133.128,119.665,14:47,222,341.665,5.963179189,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,10,2015,14,38,MB_051015_14_47_for_1min.avi,yes,14:47,,2,2,4,8,952.833,1044.833,1002,36.867,688.167,761.5,724.833,28.739,2.536,2.936,2.778,0.171,50,67,59.375,5.975,39.356,61.137,51.798,9.638,0,61.137,25.899,28.397,NA,NA,NA,NA,39.356,61.137,51.798,9.638,15.52,21.813,18.59,2.923,-113.286,-91.941,-105.035,9.186,NA,NA,NA,NA,0,336.714,358.059,344.965,14:47,222,206.965,3.612220686,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,10,2015,14,38,MB_051015_14_47_for_1min.avi,yes,14:47,,3,3,4,8,1318,1336,1327.5,6.503,351,408,378.375,22.507,1.568,1.835,1.693,0.11,41,64,53.125,8.288,34.234,48.836,41.498,5.961,0,48.836,20.749,22.522,NA,NA,NA,NA,34.234,48.836,41.498,5.961,20.52,26.611,24.484,2.836,74.624,100.62,92.57,12.071,NA,NA,NA,NA,0,164.624,190.62,182.57,14:47,222,44.57,0.7778932476,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,10,2015,14,38,MB_051015_14_47_for_1min.avi,yes,14:47,,1,1,4,8,1101.5,1140.167,1121.083,13.242,426.5,482.5,453.833,18.694,0.634,1.201,0.959,0.26,46,91,77.75,14.008,28.844,38.093,34.728,4.226,0,38.093,17.364,18.768,NA,NA,NA,NA,28.844,38.093,34.728,4.226,25.425,60.087,39.119,15.168,-57.144,-38.501,-50.218,8.642,NA,NA,NA,NA,0,32.856,51.499,39.782,14:47,222,261.782,4.568957822,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,10,2015,14,38,MB_051015_14_52_for_1min.avi,yes,14:52,,2,2,4,8,1305.5,1415.5,1347,36.549,337.833,422.5,379.25,31.065,2.769,3.47,3.145,0.299,49,141,87.5,27.192,51.953,60.857,56.816,3.668,0,60.857,28.408,30.464,NA,NA,NA,NA,51.953,60.857,56.816,3.668,16.442,19.825,18.145,1.466,8.858,43.58,31.488,16.191,NA,NA,NA,NA,0,98.858,133.58,121.488,14:52,224.1,345.588,6.031648455,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,10,2015,14,38,MB_051015_14_57_for_1min.avi,yes,14:57,,1,1,4,8,1268.833,1296.167,1283.5,9.888,297.5,330.167,314.833,13.338,0.534,0.868,0.676,0.14,58,88,79.875,9.448,25.725,34.026,30.087,3.425,0,34.026,15.043,16.238,NA,NA,NA,NA,25.725,34.026,30.087,3.425,35.533,63.735,46.114,12.321,-68.429,-31.218,-52.744,15.563,NA,NA,NA,NA,0,21.571,58.782,37.256,14:57,226.1,263.356,4.596429305,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,10,2015,14,38,MB_051015_14_57_for_1min.avi,yes,14:57,,2,2,4,8,1248.167,1291.5,1262.417,16.797,487.5,560.167,528.333,26.995,2.87,3.871,3.387,0.413,50,134,91.125,24.931,38.093,60.667,46.447,9.971,0,60.667,23.223,25.671,NA,NA,NA,NA,38.093,60.667,46.447,9.971,11.417,15.907,13.731,2.389,-96.71,-85.986,-91.366,4.522,NA,NA,NA,NA,0,353.29,4.014,358.634,14:57,226.1,224.734,3.922348241,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,10,2015,14,38,MB_051015_15_02_for_1min.avi,no,15:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,15:02,,90,1.570796327,0,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,10,2015,14,38,MB_051015_15_07_for_1min.avi,yes,15:07,,1,1,4,8,840.833,910.833,872.333,26.818,652.833,750.167,705.5,33.714,1.401,2.302,1.844,0.369,57,91,77.75,11.901,30.883,44.562,36.798,6.12,0,44.562,18.399,20.074,NA,NA,NA,NA,30.883,44.562,36.798,6.12,13.414,27.579,20.803,6.21,51.072,76.264,68.385,11.741,NA,NA,NA,NA,0,141.072,166.264,158.385,15:07,230,28.385,0.4954117082,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,10,2015,14,38,MB_051015_15_07_for_1min.avi,yes,15:07,,2,2,4,8,1365.5,1469.5,1420.333,35.941,728.833,806.833,768.833,28.47,1.268,2.002,1.618,0.305,85,113,102.625,10.993,42.521,70.868,55.266,13.207,0,70.868,27.633,30.78,NA,NA,NA,NA,42.521,70.868,55.266,13.207,30.171,42.478,34.209,5.709,11.944,41.186,25.111,13.205,NA,NA,NA,NA,0,101.944,131.186,115.111,15:07,230,345.111,6.023323235,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,10,2015,14,38,MB_051015_15_12_for_1min.avi,yes,15:12,,1,1,4,8,926.5,947,934.5,6.66,707,756.5,731.25,17.205,0.834,1.001,0.918,0.079,65,89,76.25,7.459,23.409,36.674,29.932,6.936,0,36.674,14.966,16.631,NA,NA,NA,NA,23.409,36.674,29.932,6.936,23.386,42.274,32.838,8.211,70.017,85.101,78.086,6.196,NA,NA,NA,NA,0,160.017,175.101,168.086,15:12,231.8,39.886,0.6961420255,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,10,2015,14,38,MB_051015_15_12_for_1min.avi,yes,15:12,,2,2,4,8,1202.167,1274.167,1244.333,23.795,410.5,516.5,442.75,34.641,3.604,5.072,4.254,0.617,40,85,68.875,13.984,29.762,88.654,50.929,25.904,0,88.654,25.464,32.073,NA,NA,NA,NA,29.762,88.654,50.929,25.904,8.259,17.48,11.547,4.063,-105.593,-98.393,-101.863,2.963,NA,NA,NA,NA,0,344.407,351.607,348.137,15:12,231.8,219.937,3.838624797,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,10,2015,14,38,MB_051015_15_12_for_1min.avi,yes,15:12,,3,3,4,8,841.5,880.167,863.417,13.345,652.5,712.5,683.083,23.139,1.401,2.469,1.977,0.444,62,98,77.875,12.472,35.434,50.071,42.935,5.982,0,50.071,21.467,23.281,NA,NA,NA,NA,35.434,50.071,42.935,5.982,18.31,30.613,22.454,5.533,44.37,86.947,71.281,18.578,NA,NA,NA,NA,0,134.37,176.947,161.281,15:12,231.8,33.081,0.5773723699,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,10,2015,14,38,MB_051015_15_17_for_1min.avi,no,15:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,15:17,,90,1.570796327,0,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,10,2015,14,38,MB_051015_15_22_for_1min.avi,yes,15:22,,1,1,4,8,691.167,716.5,704.5,8.685,422.167,499.5,459,27.498,3.303,3.804,3.495,0.217,67,99,83.125,11.618,42.526,51.854,45.617,4.277,0,51.854,22.809,24.544,NA,NA,NA,NA,42.526,51.854,45.617,4.277,12.445,13.632,13.036,0.502,-108.166,-98.13,-101.049,4.761,NA,NA,NA,NA,0,341.834,351.87,348.951,15:22,235.2,224.151,3.912172972,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,10,2015,14,38,MB_051015_15_22_for_1min.avi,yes,15:22,,2,2,4,8,970.167,1011.5,993.417,13.995,194.167,248.833,221.833,22.464,2.436,2.769,2.619,0.176,59,113,91.375,17.992,37.571,50.684,43.76,5.476,0,50.684,21.88,23.664,NA,NA,NA,NA,37.571,50.684,43.76,5.476,15.425,18.301,16.671,1.227,-130.503,-107.354,-117.974,9.522,NA,NA,NA,NA,0,319.497,342.646,332.026,15:22,235.2,207.226,3.616775996,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,10,2015,14,38,MB_051015_15_27_for_1min.avi,yes,15:27,,1,1,4,8,597.5,700.833,658.833,36.339,652.833,728.833,698.667,27.343,1.502,2.102,1.768,0.271,75,137,99.875,20.774,16.865,57.477,39.888,18.046,0,57.477,19.944,24.376,NA,NA,NA,NA,16.865,57.477,39.888,18.046,11.232,27.342,21.82,7.514,45.535,71.565,56.674,11.072,NA,NA,NA,NA,0,135.535,161.565,146.674,15:27,236.8,23.474,0.4096985886,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,10,2015,14,38,MB_051015_15_32_for_1min.avi,yes,15:32,,1,1,5,10,831.5,1335.5,963.15,182.713,398.5,794.167,678.8,145.799,2.269,3.07,2.763,0.326,77,114,95.5,13.185,45.67,64.003,58.552,7.746,0,64.003,29.276,31.288,NA,NA,NA,NA,45.67,64.003,58.552,7.746,15.554,28.122,21.527,4.468,-124.54,15.452,-90.223,59.58,NA,NA,NA,NA,0,325.46,105.452,359.777,15:32,238.4,238.177,4.156972853,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,10,2015,14,38,MB_051015_15_32_for_1min.avi,yes,15:32,,2,2,3,6,1274.5,1341.5,1304.583,30.467,406,427.5,413.333,7.731,1.835,2.336,2.135,0.265,61,104,77.833,15.198,44.045,61.703,54.663,9.357,0,61.703,27.332,30.519,NA,NA,NA,NA,44.045,61.703,54.663,9.357,24.001,26.418,25.49,1.303,2.603,15.945,7.732,7.186,NA,NA,NA,NA,0,92.603,105.945,97.732,15:32,238.4,336.132,5.866610121,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,10,2015,14,38,MB_051015_15_32_for_1min.avi,yes,15:32,,3,3,4,8,424,450,437.312,9.603,576,621.5,598.5,17.388,1.001,1.201,1.109,0.107,78,116,91.75,13.957,31.197,33.615,32.401,1.009,0,33.615,16.2,17.331,NA,NA,NA,NA,31.197,33.615,32.401,1.009,25.971,32.617,29.461,3.591,59.621,95.356,75.296,17.091,NA,NA,NA,NA,0,149.621,185.356,165.296,15:32,238.4,43.696,0.76263907,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,12,2015,12,55,MB_051215_13_02_for_1min.avi,yes,13:02,,1,1,4,8,1089.209,1113.669,1100.719,9.819,238.849,279.137,254.676,13.971,0.634,1.468,0.993,0.396,24,56,41.125,10.302,17.386,27.639,21.62,4.617,0,27.639,10.81,11.945,NA,NA,NA,NA,17.386,27.639,21.62,4.617,18.826,27.424,23.106,4.582,128.66,157.38,146.725,13.164,NA,NA,NA,NA,0,218.66,247.38,236.725,13:02,162.2,38.925,0.6793694113,1,,,,,,,,,
,MECHANICSBURG,,MAY,12,2015,12,55,MB_051215_13_02_for_1min.avi,yes,13:02,,2,2,4,8,879.137,928.058,900.36,19.65,364.029,420.144,388.849,18.502,1.068,1.435,1.21,0.16,29,48,34.25,5.97,28.488,45.908,38.078,8.735,0,45.908,19.039,21.142,NA,NA,NA,NA,28.488,45.908,38.078,8.735,26.681,37.498,31.288,4.678,135,156.801,148.26,9.588,NA,NA,NA,NA,0,225,246.801,238.26,13:02,162.2,40.46,0.7061602154,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,12,2015,12,55,MB_051215_13_07_for_1min.avi,yes,13:07,,1,1,4,8,1102.158,1151.079,1125.719,14.813,294.964,358.273,314.928,20.658,0.834,1.401,1.076,0.238,33,54,40.375,6.209,18.76,37.41,26.045,8.282,0,37.41,13.022,14.94,NA,NA,NA,NA,18.76,37.41,26.045,8.282,21.223,26.695,23.868,2.471,112.62,151.699,128.261,16.649,NA,NA,NA,NA,0,202.62,241.699,218.261,13:07,165.2,23.461,0.4094716958,1,,,,,,,,,
,MECHANICSBURG,,MAY,12,2015,12,55,MB_051215_13_07_for_1min.avi,yes,13:07,,2,2,4,8,843.165,897.842,871.763,16.287,207.194,238.849,225.36,12.328,1.001,1.301,1.193,0.135,28,75,47.375,14.282,23.599,36.315,28.101,5.653,0,36.315,14.05,15.47,NA,NA,NA,NA,23.599,36.315,28.101,5.653,20.077,30.232,23.665,4.632,115.201,142.431,128.508,11.716,NA,NA,NA,NA,0,205.201,232.431,218.508,13:07,165.2,23.708,0.4137826591,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,12,2015,12,55,MB_051215_13_12_for_1min.avi,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,,,90,1.570796327,0,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,12,2015,12,55,MB_051215_13_17_for_1min.avi,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,,,90,1.570796327,0,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,12,2015,12,55,MB_051215_13_22_for_1min.avi,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,,,90,1.570796327,0,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,12,2015,12,55,MB_051215_13_27_for_1min.avi,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,,,90,1.570796327,0,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,12,2015,12,55,MB_051215_13_32_for_1min.avi,yes,13:32,,1,1,4,8,1184.173,1215.827,1201.619,11.024,513.669,545.324,529.856,11.933,0.36,0.6,0.51,0.104,75,91,82.25,5.994,16.405,26.453,20.628,4.304,0,26.453,10.314,11.381,NA,NA,NA,NA,16.405,26.453,20.628,4.304,27.342,58.194,42.291,13.902,112.62,164.055,138.45,21.199,NA,NA,NA,NA,0,202.62,254.055,228.45,13:32,180.9,49.35,0.8613199859,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,12,2015,12,55,MB_051215_13_37_for_1min.avi,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,,,90,1.570796327,0,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,12,2015,12,55,MB_051215_13_42_for_1min.avi,yes,13:42,,1,1,4,8,1307,1336,1318.375,10.169,671,715,694.75,16.968,0.434,0.934,0.626,0.23,30,41,37.875,3.441,25,36,30.326,5.113,0,36,15.163,16.552,NA,NA,NA,NA,25,36,30.326,5.113,38.533,70.935,51.953,15.266,73.74,90,83.051,6.793,NA,NA,NA,NA,0,163.74,180,173.051,13:42,187.3,0.351,0.006126105675,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,12,2015,12,55,MB_051215_13_47_for_1min.avi,yes,13:47,,1,1,4,8,1259,1278,1268.727,5.994,473,504,489.708,11.289,0.267,0.667,0.459,0.164,34,65,45.875,10.656,9.899,32.28,19.945,9.348,0,32.28,9.973,12.293,NA,NA,NA,NA,9.899,32.28,19.945,9.348,37.086,48.372,42.188,5.063,45,106.189,72.755,26.025,NA,NA,NA,NA,0,135,196.189,162.755,13:47,190.4,353.155,6.16371752,1,,,,,,,,,
,MECHANICSBURG,,MAY,12,2015,12,55,MB_051215_13_47_for_1min.avi,yes,13:47,,2,2,4,8,693.525,719,705.445,10.008,242,277.698,257.016,12.83,0.901,1.301,1.151,0.176,37,62,51.375,7.615,20.751,22.561,21.666,0.813,0,22.561,10.833,11.593,NA,NA,NA,NA,20.751,22.561,21.666,0.813,15.947,25.043,19.272,3.975,95.194,131.186,113.219,16.988,NA,NA,NA,NA,0,185.194,221.186,203.219,13:47,190.4,33.619,0.5867622412,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,12,2015,12,55,MB_051215_13_52_for_1min.avi,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,,,90,1.570796327,0,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,12,2015,12,55,MB_051215_13_57_for_1min.avi,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,,,90,1.570796327,0,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,12,2015,12,55,MB_051215_14_02_for_1min.avi,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,,,90,1.570796327,0,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,13,2015,11,0,MB_051315_10_59_for_1min.avi,yes,10:59,,1,1,4,8,1204,1250,1230,16.776,536,594,566.875,17.15,0.367,0.734,0.584,0.155,34,69,52.875,9.819,16.155,25.06,20.135,3.888,0,25.06,10.067,11.059,NA,NA,NA,NA,16.155,25.06,20.135,3.888,28.567,44.016,35.511,6.389,-171.87,158.199,47.15,149.154,NA,NA,NA,NA,0,278.13,248.199,137.15,10:59,112.4,249.55,4.355469148,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,13,2015,11,0,MB_051315_11_04_for_1min.avi,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,,,90,1.570796327,0,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,13,2015,11,0,MB_051315_11_09_for_1min.avi,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,,,90,1.570796327,0,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,13,2015,11,0,MB_051315_11_14_for_1min.avi,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,,,90,1.570796327,0,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,13,2015,11,0,MB_051315_11_19_for_1min.avi,yes,11:19,,1,1,4,8,899,948,926.5,16.345,313,349,329.375,13.969,0.901,1.134,1.043,0.1,53,108,83.875,17.828,28.018,33.242,30.889,2.188,0,33.242,15.445,16.573,NA,NA,NA,NA,28.018,33.242,30.889,2.188,27.04,31.133,29.722,1.923,109.026,136.219,123.691,11.17,NA,NA,NA,NA,0,199.026,226.219,213.691,11:19,117.8,331.491,5.785609391,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,13,2015,11,0,MB_051315_11_24_for_1min.avi,yes,11:24,,1,1,4,8,544,577,560.875,10.683,535,568,551.625,11.388,0.634,0.767,0.709,0.057,57,111,90.125,17.748,22.023,26.42,24.664,2.059,0,26.42,12.332,13.252,NA,NA,NA,NA,22.023,26.42,24.664,2.059,31.327,37.352,34.852,2.581,-83.418,-29.476,-59.123,24.067,NA,NA,NA,NA,0,6.582,60.524,30.877,11:24,119.2,150.077,2.619337782,1,,,,,,,,,
Mechanicsburg,MECHANICSBURG,,MAY,13,2015,11,0,MB_051315_11_29_for_1min.avi,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,,,90,1.570796327,0,,,,,,,,,
