City (for azimuth),hive,camera,month,day,year,hour,minute,segment,dance found?,segment start time,Pollen forager,dancer.id,cluster.id,runs.measured,points,minX,maxX,meanX,sdX,minY,maxY,meanY,sdY,min_duration.sec,max_duration.sec,mean_duration.sec,sd_duration.sec,minI,maxI,meanI,sdI,minLen,maxLen,meanLen,sdLen,minD2S,maxD2S,meanD2S,sdD2S,minD2R,maxD2R,meanD2R,sdD2R,minD2P,maxD2P,meanD2P,sdD2P,minV,maxV,meanV,sdV,min_angle,max_angle,mean_angle,sd_angle,minDelta,maxDelta,meanDelta,sdDelta,skew,min_angle_corr,max_angle_corr,mean_angle_corr,segment start time,azimuth,heading.degrees,heading.radians,flag,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:04_for_1min.avi,no,12:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,91,91,91,12:04,,91,1.588249619,0,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:09_for_1min.avi,no,12:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,91,91,91,12:09,,91,1.588249619,0,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:14_for_1min.avi,yes,12:14,,1,1,5,10,1201.5,1246.833,1221.833,13.415,460.5,509.167,483.233,15.918,0.4,0.968,0.661,0.213,49,79,64.3,10.985,18.306,28.76,23.541,3.99,0,28.76,11.771,12.689,NA,NA,NA,NA,18.306,28.76,23.541,3.99,29.721,64.935,38.531,14.849,100.305,180,136.086,29.163,NA,NA,NA,NA,-1,191.305,271,227.086,12:14,137.6,4.686,0.08178612875,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:19_for_1min.avi,yes,12:19,,1,1,4,8,1074.833,1114.167,1097.083,13.189,296.167,335.5,314.083,12.48,0.701,0.801,0.726,0.05,49,71,60,8.619,14.802,31.34,24.537,6.964,0,31.34,12.269,13.885,NA,NA,NA,NA,14.802,31.34,24.537,6.964,21.125,44.727,33.87,9.941,125.838,150.709,141.067,10.659,NA,NA,NA,NA,-1,216.838,241.709,232.067,12:19,139.8,11.867,0.2071182223,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:19_for_1min.avi,yes,12:19,,2,2,4,8,1035.5,1075.5,1059.083,14.002,364.833,416.167,387.667,18.399,0.4,0.734,0.584,0.148,45,97,74.625,16.995,21.868,29.341,26.025,3.758,0,29.341,13.012,14.127,NA,NA,NA,NA,21.868,29.341,26.025,3.758,32.77,59.499,46.706,12.603,126.607,162.072,147.448,16.326,NA,NA,NA,NA,-1,217.607,253.072,238.448,12:19,139.8,18.248,0.3184876819,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:19_for_1min.avi,yes,12:19,,3,3,4,8,662.833,707.5,685.083,16.687,469.5,505.5,484.083,12.865,0.467,0.701,0.592,0.11,50,94,75,14.852,22.01,37.047,32.526,7.081,0,37.047,16.263,17.993,NA,NA,NA,NA,22.01,37.047,32.526,7.081,41.228,74.225,55.708,13.688,142.028,178.264,155.985,15.646,NA,NA,NA,NA,-1,233.028,269.264,246.985,12:19,139.8,26.785,0.4674864401,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:19_for_1min.avi,yes,12:19,,4,4,4,8,725.167,761.833,744,15.029,178.833,214.833,194.917,13.206,0.534,0.901,0.709,0.15,49,100,71.375,14.966,25.647,38.667,31.432,6.174,0,38.667,15.716,17.28,NA,NA,NA,NA,25.647,38.667,31.432,6.174,36.602,50.571,44.802,6.394,117.897,159.775,139.935,18.186,NA,NA,NA,NA,-1,208.897,250.775,230.935,12:19,139.8,10.735,0.1873610952,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:19_for_1min.avi,yes,12:19,,5,5,4,8,405.5,477.5,440.833,24.86,266.833,352.833,301.667,28.676,2.803,3.136,2.936,0.144,68,190,110.375,41.008,44.322,64.284,51.523,8.779,0,64.284,25.762,28.134,NA,NA,NA,NA,44.322,64.284,51.523,8.779,15.307,21.893,17.564,3,-46.219,-14.036,-31.637,14.651,NA,NA,NA,NA,-1,44.781,76.964,59.363,12:19,139.8,199.163,3.476050098,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:24_for_1min.avi,yes,12:19,,1,1,4,8,775.5,824.833,799.917,15.94,328.167,442.167,372.917,41.271,0.334,1.168,0.834,0.354,56,131,82,24.669,23.333,27.6,25.09,1.986,0,27.6,12.545,13.474,NA,NA,NA,NA,23.333,27.6,25.09,1.986,23.634,70.95,37.036,22.706,127.147,158.749,144.17,13.109,NA,NA,NA,NA,-1,218.147,249.749,235.17,12:19,139.8,14.97,0.261275789,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:24_for_1min.avi,yes,12:19,,2,2,4,8,1043.5,1099.5,1064.667,17.749,583.5,629.5,604.167,17.164,0.467,0.868,0.709,0.195,53,72,63.875,5.963,17.499,37.9,26.199,8.526,0,37.9,13.099,15.075,NA,NA,NA,NA,17.499,37.9,26.199,8.526,29.262,43.688,37.07,5.932,88.409,139.635,119.316,22.121,NA,NA,NA,NA,-1,179.409,230.635,210.316,12:19,139.8,350.116,6.110676964,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:29_for_1min.avi,yes,12:29,,1,1,4,8,909.5,978.167,951.5,22.591,447.833,498.5,469.083,17.744,0.3,0.567,0.459,0.12,59,115,82,18.876,22.559,35.34,28.731,6.882,0,35.34,14.366,16.005,NA,NA,NA,NA,22.559,35.34,28.731,6.882,43.132,81.471,64.916,17.103,-34.16,22.109,-2.742,23.287,NA,NA,NA,NA,-1,56.84,113.109,88.258,12:29,144.6,232.858,4.06413879,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:34_for_1min.avi,no,12:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,91,91,91,12:34,,91,1.588249619,0,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:39_for_1min.avi,yes,12:39,,1,1,4,8,654.5,713.833,681.417,23.575,433.167,504.5,465.167,28.28,0.534,0.701,0.626,0.074,78,120,93.5,14.919,19.09,34.998,25.955,8.074,0,34.998,12.977,14.846,NA,NA,NA,NA,19.09,34.998,25.955,8.074,28.764,50.842,41.328,10.858,110.323,155.225,130.508,18.598,NA,NA,NA,NA,-1,201.323,246.225,221.508,12:39,149.7,11.208,0.1956165026,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:39_for_1min.avi,yes,12:39,,2,2,4,8,1036.167,1105.5,1068.25,25.99,274.833,368.167,324.833,31.068,2.669,3.003,2.861,0.155,52,79,66,9.725,54.144,67.987,61.288,7.021,0,67.987,30.644,33.081,NA,NA,NA,NA,54.144,67.987,61.288,7.021,18.232,25.47,21.503,3.097,-48.652,-35.38,-42.553,6.857,NA,NA,NA,NA,-1,42.348,55.62,48.447,12:39,149.7,198.147,3.458317553,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:40_for_1min.avi,yes,12:40,,1,1,4,8,1037.468,1107.271,1079.213,25.142,272.37,422.926,336.698,45.904,2.636,3.537,2.953,0.401,28,61,45.875,12.088,55.174,80.857,65.826,10.831,0,80.857,32.913,35.893,NA,NA,NA,NA,55.174,80.857,65.826,10.831,19.922,23.681,22.266,1.629,-60.255,-45.855,-53.569,6.121,NA,NA,NA,NA,-1,30.745,45.145,37.431,12:40,150.3,187.731,3.276524058,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:40_for_1min.avi,yes,12:40,,2,2,4,8,640.547,708.982,665.868,21.948,432.506,491.36,457.827,20.419,0.4,0.534,0.484,0.058,48,87,68.625,13.596,14.092,24.484,19.756,4.646,0,24.484,9.878,10.99,NA,NA,NA,NA,14.092,24.484,19.756,4.646,26.395,61.149,42.091,14.772,81.254,153.435,132.016,34.168,NA,NA,NA,NA,-1,172.254,244.435,223.016,12:40,150.3,13.316,0.2324080432,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:44_for_1min.avi,yes,12:40,,1,1,4,8,733.167,847.833,789,36.338,293.167,474.5,382.083,58.527,2.736,3.003,2.836,0.116,60,120,85.75,22.902,60.809,76.571,69.537,7.127,0,76.571,34.768,37.461,NA,NA,NA,NA,60.809,76.571,69.537,7.127,21.696,27.024,24.515,2.285,-63.204,-52.125,-57.911,5.244,NA,NA,NA,NA,-1,27.796,38.875,33.089,12:40,150.3,183.389,3.200741862,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:44_for_1min.avi,yes,12:40,,2,2,4,8,1350,1461.5,1401.062,37.537,617.5,694.5,647.375,28.187,1.101,1.802,1.343,0.313,38,56,47.5,6.279,36.719,53.919,44.972,7.52,0,53.919,22.486,24.538,NA,NA,NA,NA,36.719,53.919,44.972,7.52,28.959,39.864,34.079,5.45,6.254,28.706,20.116,10.148,NA,NA,NA,NA,-1,97.254,119.706,111.116,12:40,150.3,261.416,4.562569917,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:44_for_1min.avi,yes,12:40,,3,3,4,8,1139.5,1181.5,1154.688,14.41,274.5,313,290.812,13.046,0.467,0.767,0.601,0.142,38,64,49.5,8.832,19.602,30.696,24.257,5.096,0,30.696,12.128,13.388,NA,NA,NA,NA,19.602,30.696,24.257,5.096,27.099,51.813,41.718,10.552,102.225,127.747,114.072,10.976,NA,NA,NA,NA,-1,193.225,218.747,205.072,12:40,150.3,355.372,6.202411469,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:45_for_1min.avi,yes,12:45,,1,1,4,8,797.947,944.397,863.302,49.639,224.465,351.754,293.926,40.955,2.703,3.303,3.061,0.255,29,66,48.875,10.439,51.376,72.035,62.073,11.304,0,72.035,31.037,33.995,NA,NA,NA,NA,51.376,72.035,62.073,11.304,16.556,22.842,20.226,2.774,-46.548,-38.83,-43.295,3.671,NA,NA,NA,NA,-1,44.452,52.17,47.705,12:45,153,200.705,3.502963075,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:45_for_1min.avi,yes,12:45,,2,2,4,8,1110.009,1140.12,1126.433,9.678,202.566,299.743,235.073,36.336,0.534,0.834,0.642,0.143,30,68,50.125,11.382,20.208,25.824,22.517,2.421,0,25.824,11.259,12.14,NA,NA,NA,NA,20.208,25.824,22.517,2.421,30.282,42.437,35.931,6.216,115.017,129.806,121.282,6.359,NA,NA,NA,NA,-1,206.017,220.806,212.282,12:45,153,5.282,0.09218829109,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:45_for_1min.avi,yes,12:45,,3,3,4,8,1375.535,1472.712,1425.492,33.526,620.017,719.932,668.092,36.215,0.968,1.969,1.435,0.442,35,44,38.5,2.878,30.297,56.714,42.75,10.913,0,56.714,21.375,23.942,NA,NA,NA,NA,30.297,56.714,42.75,10.913,27.306,33.512,30.234,2.739,17.819,20.136,19.034,1.089,NA,NA,NA,NA,-1,108.819,111.136,110.034,12:45,153,263.034,4.590809345,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:49_for_1min.avi,yes,12:49,,1,1,4,8,624.5,701.833,680.75,27.171,501.833,523.833,513.833,9.12,0.3,0.734,0.517,0.19,53,92,71.5,13.384,18.439,30.667,23.918,5.139,0,30.667,11.959,13.22,NA,NA,NA,NA,18.439,30.667,23.918,5.139,40.754,61.402,48.715,9.616,95.194,180,131.288,35.676,NA,NA,NA,NA,-1,186.194,271,222.288,12:49,155.2,17.488,0.3052231796,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:49_for_1min.avi,yes,12:49,,2,2,4,8,1294.833,1378.167,1332.833,27.286,651.5,725.5,692.25,28.328,1.468,1.735,1.568,0.119,38,70,59,12.57,30.847,42.672,37.706,5.564,0,42.672,18.853,20.481,NA,NA,NA,NA,30.847,42.672,37.706,5.564,20.544,29.065,24.086,3.622,6.203,28.968,20.722,9.989,NA,NA,NA,NA,-1,97.203,119.968,111.722,12:49,155.2,266.922,4.658667746,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:49_for_1min.avi,yes,12:49,,3,3,4,8,997.833,1058.5,1031.5,21.268,153.5,178.833,164.5,8.656,1.401,1.969,1.577,0.263,33,83,59.875,15.505,27.203,47.352,33.737,9.304,0,47.352,16.869,19.034,NA,NA,NA,NA,27.203,47.352,33.737,9.304,18.529,24.053,21.189,2.673,-17.103,1.193,-6.746,8.247,NA,NA,NA,NA,-1,73.897,92.193,84.254,12:49,155.2,239.454,4.179260707,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:50_for_1min.avi,yes,12:50,,1,1,4,8,1011.463,1052.524,1028.571,13.108,146.45,173.824,163.216,10.621,0.934,1.401,1.126,0.232,22,73,51.25,15.406,15.118,32.906,23.472,7.398,0,32.906,11.736,13.448,NA,NA,NA,NA,15.118,32.906,23.472,7.398,16.181,26.207,20.796,4.826,-63.435,5.194,-31.341,31.241,NA,NA,NA,NA,-1,27.565,96.194,59.659,12:50,155.8,215.459,3.760468953,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:50_for_1min.avi,yes,12:50,,2,2,4,8,1320.787,1381.009,1349.701,22.22,688.452,729.512,713.088,12.176,0.667,1.869,1.276,0.5,55,68,61.75,5.548,20.347,38.543,30.003,8.32,0,38.543,15.002,16.937,NA,NA,NA,NA,20.347,38.543,30.003,8.32,18.582,30.49,24.935,6.214,3.013,70.346,27.605,29.465,NA,NA,NA,NA,-1,94.013,161.346,118.605,12:50,155.8,274.405,4.789270734,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:54_for_1min.avi,yes,12:54,,1,1,4,8,1034.167,1086.833,1064.333,20.526,344.5,418.5,376.5,28.803,1.802,3.337,2.678,0.643,43,73,55,10.902,23.286,81.292,55.791,24.057,0,81.292,27.895,33.725,NA,NA,NA,NA,23.286,81.292,55.791,24.057,12.924,24.363,19.964,4.913,-66.371,-53.924,-59.316,5.23,NA,NA,NA,NA,-1,24.629,37.076,31.684,12:54,158.1,189.784,3.312355668,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:54_for_1min.avi,yes,12:54,,2,2,4,8,918.5,976.5,951.333,22.001,212.833,265.5,242.083,20.682,2.336,2.87,2.594,0.281,37,95,62.375,21.347,44.984,59.762,50.338,6.531,0,59.762,25.169,27.244,NA,NA,NA,NA,44.984,59.762,50.338,6.531,17.608,20.827,19.413,1.427,-51.34,-16.39,-36.434,14.581,NA,NA,NA,NA,-1,39.66,74.61,54.566,12:54,158.1,212.666,3.711721907,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:54_for_1min.avi,yes,12:54,,3,3,4,8,1234.833,1272.833,1252.583,14.02,348.5,389.833,373.333,14.544,0.801,1.001,0.859,0.096,39,85,61.625,15.784,25.656,37.244,32.107,5.094,0,37.244,16.054,17.483,NA,NA,NA,NA,25.656,37.244,32.107,5.094,30.756,46.508,37.595,6.689,134.119,155.433,139.707,10.491,NA,NA,NA,NA,-1,225.119,246.433,230.707,12:54,158.1,28.807,0.5027769976,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:55_for_1min.avi,yes,12:55,,1,1,4,8,940.291,1059.367,994.525,37.845,190.248,251.839,218.648,18.962,1.335,2.803,2.085,0.6,30,57,41.875,10.246,28.216,48.545,36.531,9.598,0,48.545,18.265,20.513,NA,NA,NA,NA,28.216,48.545,36.531,9.598,13.213,22.018,17.969,3.709,-40.426,-27.759,-36.331,5.798,NA,NA,NA,NA,-1,50.574,63.241,54.669,12:55,158.7,213.369,3.723991572,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:55_for_1min.avi,yes,12:55,,2,2,4,8,964.927,986.826,975.535,8.333,169.718,203.935,188.366,13.725,0.801,1.068,0.909,0.114,13,51,30.5,15.52,26.327,27.714,26.978,0.755,0,27.714,13.489,14.429,NA,NA,NA,NA,26.327,27.714,26.978,0.755,24.657,32.876,30.013,3.694,98.973,122.905,114.085,10.438,NA,NA,NA,NA,-1,189.973,213.905,205.085,12:55,158.7,3.785,0.06606071219,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:55_for_1min.avi,yes,12:55,,3,3,4,8,899.23,927.973,914.97,10.627,429.769,477.673,449.615,15.861,0.534,0.834,0.726,0.135,50,95,63.25,14.489,23.548,34.217,28.159,4.532,0,34.217,14.079,15.341,NA,NA,NA,NA,23.548,34.217,28.159,4.532,32.832,44.108,39.223,4.762,106.26,141.34,119.959,16.85,NA,NA,NA,NA,-1,197.26,232.34,210.959,12:55,158.7,9.659,0.1685813525,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:55_for_1min.avi,yes,12:55,,4,4,4,8,923.867,963.559,944.739,14.827,286.056,370.915,331.394,30.556,0.801,1.001,0.926,0.096,31,70,57.75,13.371,31.241,46.455,37.013,6.97,0,46.455,18.506,20.304,NA,NA,NA,NA,31.241,46.455,37.013,6.97,31.21,58.011,40.773,11.837,118.811,135,126.972,6.631,NA,NA,NA,NA,-1,209.811,226,217.972,12:55,158.7,16.672,0.2909812929,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,12,40,HONEYRUN_051215_12:59_for_1min.avi,yes,12:59,,1,1,4,8,783.167,907.833,848.333,39.389,228.5,289.833,255.833,20.56,1.869,2.536,2.244,0.328,62,87,75.25,8.988,47.521,61.467,54.252,7.451,0,61.467,27.126,29.406,NA,NA,NA,NA,47.521,61.467,54.252,7.451,19.234,29.712,24.499,4.342,-43.647,-34.136,-37.739,4.105,NA,NA,NA,NA,-1,47.353,56.864,53.261,12:59,161.1,214.361,3.741305238,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,11,18,HONEYRUN_051215_13_00_for_1min.avi,yes,13:00,,1,1,4,8,1014.167,1046.167,1031.25,11.068,606,637.5,621.167,13.502,0,0,0,0,14,77,40.5,21.401,16.667,36.43,28.559,9.253,0,36.43,14.28,16.423,NA,NA,NA,NA,16.667,36.43,28.559,9.253,NA,NA,NA,NA,121.891,144.462,129.446,10.215,NA,NA,NA,NA,-1,212.891,235.462,220.446,13:00,161.7,22.146,0.3865206161,0,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,11,18,HONEYRUN_051215_13_00_for_1min.avi,yes,13:00,,2,2,4,8,1327.5,1387.5,1354.917,20.046,287.833,379.833,339.25,28.649,0,0,0,0,12,38,23.375,10.309,38.759,48.671,44.196,4.465,0,48.671,22.098,23.804,NA,NA,NA,NA,38.759,48.671,44.196,4.465,NA,NA,NA,NA,-60.154,-40.815,-50.607,8.314,NA,NA,NA,NA,-1,30.846,50.185,40.393,13:00,161.7,202.093,3.527188245,0,,,,,,,,,
Williamsport,HONEYRUN,,MAY,12,2015,11,18,HONEYRUN_051215_13_04_for_1min.avi,no,13:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,91,91,91,13:04,,91,1.588249619,0,,,,,,,,,
Williamsport,HONEYRUN,,MAY,19,2015,10,0,HONEYRUN_051915_10_07_for_1min.avi,yes,10:07,,1,1,4,8,1060,1122.667,1088.333,24.727,357.333,498.667,426,47.103,2.803,3.337,3.028,0.233,79,112,97.75,11.399,59.044,76.745,69.75,8.057,0,76.745,34.875,37.654,NA,NA,NA,NA,59.044,76.745,69.75,8.057,20.415,26.437,23.095,2.848,82.011,96.116,88.752,7.032,NA,NA,NA,NA,0,172.011,186.116,178.752,10:07,99.5,278.252,4.85641355,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,19,2015,10,0,HONEYRUN_051915_10_12_for_1min.avi,yes,10:12,,1,1,4,8,985.167,1158.5,1063.333,65.555,133.167,245.167,191.667,32.359,1.602,2.936,2.311,0.551,68,129,105,23.422,21.99,62.175,41.014,16.586,0,62.175,20.507,24.464,NA,NA,NA,NA,21.99,62.175,41.014,16.586,13.73,21.175,17.208,3.079,74.476,99.019,83.789,11.307,NA,NA,NA,NA,0,164.476,189.019,173.789,10:12,100.4,274.189,4.785500823,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,19,2015,10,0,HONEYRUN_051915_10_12_for_1min.avi,yes,10:12,,2,2,4,8,1210.833,1262.833,1237.917,18.506,542.5,572.5,552.167,10.803,0.701,0.868,0.801,0.072,66,98,79.875,11.704,25.095,32.673,28.142,3.721,0,32.673,14.071,15.238,NA,NA,NA,NA,25.095,32.673,28.142,3.721,30.084,42.389,35.368,5.737,-170.961,178.831,83.472,169.786,NA,NA,NA,NA,0,279.039,268.831,173.472,10:12,100.4,273.872,4.779968129,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,19,2015,10,0,HONEYRUN_051915_10_17_for_1min.avi,yes,10:17,,1,1,4,8,983.833,1042.5,1013.25,18.161,621.833,647.167,633,10.252,0.3,0.601,0.501,0.142,81,125,104.25,15.471,9.068,34.059,23.308,10.579,0,34.059,11.654,14.254,NA,NA,NA,NA,9.068,34.059,23.308,10.579,30.195,56.708,44.471,10.889,-176.634,178.315,-78.818,171.674,NA,NA,NA,NA,0,273.366,268.315,11.182,10:17,101.4,112.582,1.964926578,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,20,2015,12,53,HONEYRUN_052015_13:00_for_1min.avi,yes,13:00,,1,1,4,8,1014.167,1046.167,1031.25,11.068,606,637.5,621.167,13.502,0.976,1.515,1.22,0.268,61,150,112.625,27.949,16.667,36.43,28.559,9.253,0,36.43,14.28,16.423,NA,NA,NA,NA,16.667,36.43,28.559,9.253,17.071,26.392,23.084,4.213,121.891,144.462,129.446,10.215,NA,NA,NA,NA,0,211.891,234.462,219.446,13:00,160.3,19.746,0.3446327141,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,20,2015,12,53,HONEYRUN_052015_13:00_for_1min.avi,yes,13:00,,2,2,4,8,1327.5,1387.5,1354.917,20.046,287.833,379.833,339.25,28.649,2.222,2.794,2.55,0.253,52,161,110.25,33.005,38.759,48.671,44.196,4.465,0,48.671,22.098,23.804,NA,NA,NA,NA,38.759,48.671,44.196,4.465,15.768,18.819,17.362,1.248,-60.154,-40.815,-50.607,8.314,NA,NA,NA,NA,0,29.846,49.185,39.393,13:00,160.3,199.693,3.485300343,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,20,2015,12,53,HONEYRUN_052015_13:05_for_1min.avi,yes,13:05,,1,1,4,8,934.833,974.167,953.333,11.346,627.5,686.167,658.167,17.881,0,0,0,0,33,164,111.875,43.656,22.091,35.64,29.093,6.139,0,35.64,14.547,16.062,NA,NA,NA,NA,22.091,35.64,29.093,6.139,NA,NA,NA,NA,95.194,122.471,107.02,12.952,NA,NA,NA,NA,0,185.194,212.471,197.02,13:05,163.5,0.52,0.00907571211,0,,,,,,,,,
Williamsport,HONEYRUN,,MAY,20,2015,12,53,HONEYRUN_052015_13:05_for_1min.avi,yes,13:05,,2,2,4,8,749.833,829.167,793,29.678,572.167,764.833,673.917,82.307,0,0,0,0,88,175,127.375,34.62,18.111,42.937,33.533,11.906,0,42.937,16.767,19.545,NA,NA,NA,NA,18.111,42.937,33.533,11.906,NA,NA,NA,NA,126.158,173.66,145.915,20.865,NA,NA,NA,NA,0,216.158,263.66,235.915,13:05,163.5,39.415,0.6879215247,0,,,,,,,,,
Williamsport,HONEYRUN,,MAY,20,2015,12,53,HONEYRUN_052015_13:10_for_1min.avi,yes,13:10,,1,1,4,8,675.5,711.5,694,12.501,492.167,532.833,506.5,13.438,0.634,1.401,1.059,0.357,58,121,90.125,19.967,17.751,36.782,25.777,8.343,0,36.782,12.889,14.821,NA,NA,NA,NA,17.751,36.782,25.777,8.343,16.306,30.367,25.23,6.184,133.025,145.713,137.233,5.845,NA,NA,NA,NA,0,223.025,235.713,227.233,13:10,166.8,34.033,0.5939879043,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,20,2015,12,53,HONEYRUN_052015_13:10_for_1min.avi,yes,13:10,,2,2,4,8,1219.167,1239.167,1227.333,5.96,572.833,606.833,586.917,11.88,0.601,1.034,0.851,0.182,75,115,100.5,13.374,18.667,26.907,22.722,4.624,0,26.907,11.361,12.517,NA,NA,NA,NA,18.667,26.907,22.722,4.624,20.839,31.08,27.131,4.776,90,138.013,109.027,20.525,NA,NA,NA,NA,0,180,228.013,199.027,13:10,166.8,5.827,0.1017003355,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,20,2015,12,53,HONEYRUN_052015_13:15_for_1min.avi,yes,13:15,,1,1,4,8,962.167,989.833,976.833,11.141,748.167,778.167,760.083,11.124,0.534,0.968,0.767,0.183,85,168,118,24.39,18.962,32.53,25.902,5.563,0,32.53,12.951,14.316,NA,NA,NA,NA,18.962,32.53,25.902,5.563,27.533,44.315,34.476,7.34,132.879,169.875,146.306,17.196,NA,NA,NA,NA,-3,225.879,262.875,239.306,13:15,170.3,49.606,0.8657880287,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,20,2015,12,53,HONEYRUN_052015_13:15_for_1min.avi,yes,13:15,,2,2,4,8,832.833,872.167,856.167,13.984,403.5,430.167,419.333,9.593,0.367,0.601,0.509,0.1,50,106,79.875,20.039,11.096,23.898,17.312,7.063,0,23.898,8.656,10.344,NA,NA,NA,NA,11.096,23.898,17.312,7.063,21.192,44.764,33.595,10.183,120.141,147.265,131.986,11.894,NA,NA,NA,NA,-3,213.141,240.265,224.986,13:15,170.3,35.286,0.6158568799,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,20,2015,12,53,HONEYRUN_052015_13:15_for_1min.avi,yes,13:15,,3,3,4,8,376.5,420,401.667,13.79,382.833,521,475.708,53.929,0.534,1.034,0.817,0.212,72,136,109.5,22.997,18.012,22.804,20.222,2.29,0,22.804,10.111,10.913,NA,NA,NA,NA,18.012,22.804,20.222,2.29,20.758,33.739,25.759,5.636,105.255,143.746,123.938,16.382,NA,NA,NA,NA,-3,198.255,236.746,216.938,13:15,170.3,27.238,0.4753927817,1,,,,,,,,,
